FullName NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
235 IsaacWong NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 990.502035277108 NA NA 883.66917456363
236 ItsukiKunisawa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1249.97512048629 NA NA NA NA
237 JackieBlay NA NA NA NA NA NA NA NA NA NA NA NA NA 923.003327123179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
238 JacquiSinclair 815.518425870206 815.518425870206 815.518425870206 815.518425870206 815.518425870206 1000.61962567962 1000.61962567962 1000.61962567962 1000.61962567962 1000.61962567962 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
239 JaidenFidge NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1086.59626080235 1165.69688143519 1007.66756378186
240 JamalMurray NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 985.475117018812 1094.66638372377 1110.3976208688
241 JamesCrosby 1061.82922698026 1061.82922698026 1061.82922698026 1061.82922698026 1061.82922698026 1246.93042678967 1246.93042678967 1246.93042678967 1246.93042678967 1246.93042678967 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
242 JamesMcCormack 935.2031789288 935.2031789288 935.2031789288 935.2031789288 935.2031789288 1120.30437873823 1120.30437873823 1120.30437873823 1120.30437873823 1120.30437873823 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
243 JamesWatson 1029.4365170136 1029.4365170136 1029.4365170136 1029.4365170136 1029.4365170136 1214.53771682303 1214.53771682303 1214.53771682303 1214.53771682303 1214.53771682303 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
244 JamieStewart 1170.99686641331 1170.99686641331 1170.99686641331 1170.99686641331 1170.99686641331 1356.09806622275 1356.09806622275 1356.09806622275 1356.09806622275 1356.09806622275 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
245 JaneCloete 583.7212415634 583.7212415634 583.7212415634 583.7212415634 583.7212415634 768.822441372827 768.822441372827 768.822441372827 768.822441372827 768.822441372827 NA NA NA 857.376538099838 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
246 JaneHarding 754.308824569587 754.308824569587 754.308824569587 754.308824569587 754.308824569587 939.410024379016 939.410024379016 939.410024379016 939.410024379016 939.410024379016 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
247 JaneLambert 816.570137232759 816.570137232759 816.570137232759 816.570137232759 816.570137232759 1001.67133704219 1001.67133704219 1001.67133704219 1001.67133704219 1001.67133704219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
248 JanHarrison 954.344325727276 954.344325727276 954.344325727276 954.344325727276 954.344325727276 1139.44552553671 1139.44552553671 1139.44552553671 1139.44552553671 1139.44552553671 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
249 JaniceLittle 624.737984702988 624.737984702988 624.737984702988 624.737984702988 624.737984702988 809.839184512415 809.839184512415 809.839184512415 809.839184512415 809.839184512415 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
250 JasonBond NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1086.99873301641 NA 1255.86498686106
251 JasonChan NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1051.37994207176 1072.66400890227 1207.9109172443
252 JasonWong NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1078.22399144778 1079.07800605647 NA NA NA
253 JayPaterson 891.451986246573 891.451986246573 891.451986246573 891.451986246573 891.451986246573 1076.55318605601 1076.55318605601 1076.55318605601 1076.55318605601 1076.55318605601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
254 Jean-PaulMauduit NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 987.885017958627 NA NA 738.201808571373
255 JeanCory-Wright 964.861439352812 964.861439352812 964.861439352812 964.861439352812 964.861439352812 1149.96263916225 1149.96263916225 1149.96263916225 1149.96263916225 1149.96263916225 NA NA NA NA NA NA NA NA NA 1155.43153824753 1197.49999274965 NA 1169.52447050575 NA NA NA NA NA NA NA
256 JedFleming NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1164.50225498002 1240.02457114306 NA NA NA
257 JeffGreenwood 1037.85020791404 1037.85020791404 1037.85020791404 1037.85020791404 1037.85020791404 1222.95140772346 1222.95140772346 1222.95140772346 1222.95140772346 1222.95140772346 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
258 JeffWedgwood 781.232635450959 781.232635450959 781.232635450959 781.232635450959 781.232635450959 966.333835260387 966.333835260387 966.333835260387 966.333835260387 966.333835260387 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
259 JeniPelvin 873.572893083162 873.572893083162 873.572893083162 873.572893083162 873.572893083162 1058.67409289259 1058.67409289259 1058.67409289259 1058.67409289259 1058.67409289259 NA 1095.27364830946 NA NA NA NA 1024.59864474586 NA NA NA NA NA NA NA NA NA NA NA NA NA
260 JennaTidswell 1013.45050430278 1013.45050430278 1013.45050430278 1013.45050430278 1013.45050430278 1198.55170411222 1198.55170411222 1198.55170411222 1198.55170411222 1198.55170411222 NA NA NA NA NA NA NA NA 1173.6261448197 NA 1224.84448817606 NA 1254.50274860008 NA NA NA NA NA NA NA
261 JenniAdams 1060.35683107268 1060.35683107268 1060.35683107268 1060.35683107268 1060.35683107268 1245.45803088211 1245.45803088211 1245.45803088211 1245.45803088211 1245.45803088211 NA NA 1210.22570023655 NA NA NA 1185.4053120803 1303.93318264008 NA NA NA NA NA NA NA NA NA NA NA NA
262 JennyCade 632.310306513375 632.310306513375 632.310306513375 632.310306513375 632.310306513375 817.411506322802 817.411506322802 817.411506322802 817.411506322802 817.411506322802 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
263 JennyCalder 610.855394717282 610.855394717282 610.855394717282 610.855394717282 610.855394717282 795.95659452671 795.95659452671 795.95659452671 795.95659452671 795.95659452671 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
264 JennyTeahan 460.460669872121 460.460669872121 460.460669872121 460.460669872121 460.460669872121 645.56186968155 645.56186968155 645.56186968155 645.56186968155 645.56186968155 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
265 JensenKey NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1140.12506527283 1184.68523230854 1168.08295565884
266 JessicaSewell 952.030560729658 952.030560729658 952.030560729658 952.030560729658 952.030560729658 1137.13176053909 1137.13176053909 1137.13176053909 1137.13176053909 1137.13176053909 NA NA NA NA NA NA NA NA NA 1164.8969405105 NA NA NA NA NA NA NA NA NA NA
267 JillDalton 740.636576856391 740.636576856391 740.636576856391 740.636576856391 740.636576856391 925.737776665819 925.737776665819 925.737776665819 925.737776665819 925.737776665819 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
268 JimCotter NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1371.76856552478 NA NA NA NA NA NA 1367.0358643933 NA NA NA NA NA NA NA NA
269 JimmyCameron NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1161.68336188912 1177.92073708526 NA NA NA
270 JoannaStewart 650.189399676785 650.189399676785 650.189399676785 650.189399676785 650.189399676785 835.290599486212 835.290599486212 835.290599486212 835.290599486212 835.290599486212 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
271 JocelynThrower 764.405253650102 764.405253650102 764.405253650102 764.405253650102 764.405253650102 949.506453459529 949.506453459529 949.506453459529 949.506453459529 949.506453459529 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
272 JodieFa'avae 840.54915629898 840.54915629898 840.54915629898 840.54915629898 840.54915629898 1025.6503561084 1025.6503561084 1025.6503561084 1025.6503561084 1025.6503561084 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
273 JoeSherriff 920.899904398072 920.899904398072 920.899904398072 920.899904398072 920.899904398072 1106.00110420749 1106.00110420749 1106.00110420749 1106.00110420749 1106.00110420749 NA NA NA NA NA NA NA NA 1161.32112187781 NA NA NA NA NA NA NA NA NA NA NA
274 JohannBurgess NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1076.91521965558 1201.87651100059 NA NA NA
275 JohnCalder 716.657557790169 716.657557790169 716.657557790169 716.657557790169 716.657557790169 901.758757599597 901.758757599597 901.758757599597 901.758757599597 901.758757599597 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
276 JohnHoward 957.078775269916 957.078775269916 957.078775269916 957.078775269916 957.078775269916 1142.17997507933 1142.17997507933 1142.17997507933 1142.17997507933 1142.17997507933 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
277 JohnParsons 820.566640410463 820.566640410463 820.566640410463 820.566640410463 820.566640410463 1005.66784021988 1005.66784021988 1005.66784021988 1005.66784021988 1005.66784021988 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
278 JohnRobertson 1026.49172519846 1026.49172519846 1026.49172519846 1026.49172519846 1026.49172519846 1211.59292500789 1211.59292500789 1211.59292500789 1211.59292500789 1211.59292500789 NA NA NA NA NA NA NA NA 1210.01535796405 NA NA NA NA 1170.00112957176 NA NA NA NA NA NA
279 JohnRobinson 883.458979891166 883.458979891166 883.458979891166 883.458979891166 883.458979891166 1068.5601797006 1068.5601797006 1068.5601797006 1068.5601797006 1068.5601797006 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
280 JonathanMccomb NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1237.40755382457 NA NA NA
281 JonathanRavens NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1098.72319547457 NA NA NA NA NA
282 JonathanSo NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 967.552806484274 NA NA NA
283 JonathanWood NA NA NA NA NA NA NA NA NA NA NA 1164.16074255672 NA NA 1199.81375774728 NA NA NA 1121.67160350953 NA NA NA NA NA NA NA NA NA NA NA
284 JonathanWood(AK) 797.428990434285 797.428990434285 797.428990434285 797.428990434285 797.428990434285 982.530190243711 982.530190243711 982.530190243711 982.530190243711 982.530190243711 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
285 JonathanWood(DN) 872.94186626563 872.94186626563 872.94186626563 872.94186626563 872.94186626563 1058.04306607504 1058.04306607504 1058.04306607504 1058.04306607504 1058.04306607504 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
286 JontyAnderson 916.272374402838 916.272374402838 916.272374402838 916.272374402838 916.272374402838 1101.37357421228 1101.37357421228 1101.37357421228 1101.37357421228 1101.37357421228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
287 JontyDePledge 945.509950281825 945.509950281825 945.509950281825 945.509950281825 945.509950281825 1130.61115009126 1130.61115009126 1130.61115009126 1130.61115009126 1130.61115009126 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
288 JontyOram 1178.56918822368 1178.56918822368 1178.56918822368 1178.56918822368 1178.56918822368 1363.67038803313 1363.67038803313 1363.67038803313 1363.67038803313 1363.67038803313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
289 JosephineReeves 816.780479505271 816.780479505271 816.780479505271 816.780479505271 816.780479505271 1001.8816793147 1001.8816793147 1001.8816793147 1001.8816793147 1001.8816793147 NA NA NA NA NA NA NA NA NA NA NA NA NA 1130.36467917738 NA NA NA NA NA NA
290 JosephLynch 1063.30162288781 1063.30162288781 1063.30162288781 1063.30162288781 1063.30162288781 1248.40282269726 1248.40282269726 1248.40282269726 1248.40282269726 1248.40282269726 NA NA NA NA NA NA NA NA NA NA NA NA NA 1224.16085949997 NA NA NA NA NA NA
291 JoshCampbell NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1380.7081121065 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
292 JoshuaAllen NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1145.65905821621 1197.4446003557 1179.62002261684
293 JosieBoland 744.212395489074 744.212395489074 744.212395489074 744.212395489074 744.212395489074 929.313595298502 929.313595298502 929.313595298502 929.313595298502 929.313595298502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
294 JpCochereau NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 925.07660231508 NA NA 859.090205827007
295 JudyBrowning 592.34527473634 592.34527473634 592.34527473634 592.34527473634 592.34527473634 777.446474545766 777.446474545766 777.446474545766 777.446474545766 777.446474545766 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
296 JulaMcmillan NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1276.58868721369 NA NA NA NA NA NA NA NA NA NA NA NA
297 JulaMcMillan 1064.98436106791 1064.98436106791 1064.98436106791 1064.98436106791 1064.98436106791 1250.08556087733 1250.08556087733 1250.08556087733 1250.08556087733 1250.08556087733 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
298 JuliaFraser 565.000779309945 565.000779309945 565.000779309945 565.000779309945 565.000779309945 750.101979119373 750.101979119373 750.101979119373 750.101979119373 750.101979119373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
299 JulianHayes 942.985843011698 942.985843011698 942.985843011698 942.985843011698 942.985843011698 1128.08704282111 1128.08704282111 1128.08704282111 1128.08704282111 1128.08704282111 NA NA NA NA NA NA NA NA 1145.54545143951 NA 1173.73131595594 NA 1138.18347190164 NA NA NA NA NA NA NA
300 JustinZani NA NA NA NA NA NA NA NA NA NA NA NA 1013.34533316653 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
301 KaitlynPennell 831.083754035999 831.083754035999 831.083754035999 831.083754035999 831.083754035999 1016.18495384542 1016.18495384542 1016.18495384542 1016.18495384542 1016.18495384542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
302 KarenBeckman 824.773485860677 824.773485860677 824.773485860677 824.773485860677 824.773485860677 1009.8746856701 1009.8746856701 1009.8746856701 1009.8746856701 1009.8746856701 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
303 KarenWoods 572.152416575311 572.152416575311 572.152416575311 572.152416575311 572.152416575311 757.253616384738 757.253616384738 757.253616384738 757.253616384738 757.253616384738 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
304 KarlDravitzki 1209.48950228277 1209.48950228277 1209.48950228277 1209.48950228277 1209.48950228277 1394.59070209219 1394.59070209219 1394.59070209219 1394.59070209219 1394.59070209219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
305 KasperWestman NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1326.22946352622 NA NA NA 1399.74408776872 NA NA NA NA NA NA NA NA
306 KateCotter NA NA NA NA NA NA NA NA NA NA 904.703549414749 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
307 KateFortune NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 912.673852575659 NA NA NA NA NA
308 KatePedley 910.593133045048 910.593133045048 910.593133045048 910.593133045048 910.593133045048 1095.69433285449 1095.69433285449 1095.69433285449 1095.69433285449 1095.69433285449 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
309 KateSalmon 976.430264340901 976.430264340901 976.430264340901 976.430264340901 976.430264340901 1161.53146415033 1161.53146415033 1161.53146415033 1161.53146415033 1161.53146415033 NA NA NA NA NA NA NA NA 1200.9706402461 NA 1171.83823550334 NA 1203.59991865247 NA NA NA NA NA NA NA
310 KateSmirnova 944.458238919272 944.458238919272 944.458238919272 944.458238919272 944.458238919272 1129.55943872871 1129.55943872871 1129.55943872871 1129.55943872871 1129.55943872871 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
311 KatharineWebb 550.907847051729 550.907847051729 550.907847051729 550.907847051729 550.907847051729 736.009046861157 736.009046861157 736.009046861157 736.009046861157 736.009046861157 682.056253962158 NA NA 644.61532945525 NA NA NA NA NA 987.473233647713 NA NA NA NA NA NA NA NA NA NA
312 KathrinMueller 798.060017251816 798.060017251816 798.060017251816 798.060017251816 798.060017251816 983.161217061245 983.161217061245 983.161217061245 983.161217061245 983.161217061245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
313 KathyPerreau NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 993.301953506937 NA NA NA NA NA
314 KatieCory-Wright 1044.79150290688 1044.79150290688 1044.79150290688 1044.79150290688 1044.79150290688 1229.89270271632 1229.89270271632 1229.89270271632 1229.89270271632 1229.89270271632 NA NA NA NA NA NA NA NA 1240.51498747809 NA 1224.9496593123 NA 1206.43953933137 NA NA NA NA NA NA NA
315 KatieHill 931.206675751096 931.206675751096 931.206675751096 931.206675751096 931.206675751096 1116.30787556052 1116.30787556052 1116.30787556052 1116.30787556052 1116.30787556052 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
316 KatieLowry 828.138962220849 828.138962220849 828.138962220849 828.138962220849 828.138962220849 1013.24016203028 1013.24016203028 1013.24016203028 1013.24016203028 1013.24016203028 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
317 KayeGriffiths 671.013284655347 671.013284655347 671.013284655347 671.013284655347 671.013284655347 856.114484464773 856.114484464773 856.114484464773 856.114484464773 856.114484464773 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
318 KayKnightbridge 821.618351773016 821.618351773016 821.618351773016 821.618351773016 821.618351773016 1006.71955158245 1006.71955158245 1006.71955158245 1006.71955158245 1006.71955158245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
319 KaylaFairbairn 1054.88793198738 1054.88793198738 1054.88793198738 1054.88793198738 1054.88793198738 1239.98913179683 1239.98913179683 1239.98913179683 1239.98913179683 1239.98913179683 NA NA NA NA NA NA NA 1324.02086966485 NA NA NA NA NA NA NA NA NA NA NA 1210.11800831453
320 KaySeeward NA NA NA NA NA NA NA NA NA NA NA NA NA 809.418499967396 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
321 KeithUnsworth 633.362017875928 633.362017875928 633.362017875928 633.362017875928 633.362017875928 818.463217685353 818.463217685353 818.463217685353 818.463217685353 818.463217685353 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
322 KellyBarrett NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 836.464998832191 NA
323 KenFraser 643.668789228953 643.668789228953 643.668789228953 643.668789228953 643.668789228953 828.76998903838 828.76998903838 828.76998903838 828.76998903838 828.76998903838 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
324 KevinHarvey 863.055779457626 863.055779457626 863.055779457626 863.055779457626 863.055779457626 1048.15697926704 1048.15697926704 1048.15697926704 1048.15697926704 1048.15697926704 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
325 KevKnowles NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1243.14426588448 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
326 KieranEdwards NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1192.0886171961 NA NA NA 1108.63161452234 1147.71320521122 1146.91494584893
327 KieranMetherell NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1259.44579200406 NA NA NA NA NA NA NA NA NA NA NA NA NA NA
328 KieranWoods 1044.79150290688 1044.79150290688 1044.79150290688 1044.79150290688 1044.79150290688 1229.89270271632 1229.89270271632 1229.89270271632 1229.89270271632 1229.89270271632 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
329 KimCreagh 796.37727907173 796.37727907173 796.37727907173 796.37727907173 796.37727907173 981.478478881158 981.478478881158 981.478478881158 981.478478881158 981.478478881158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
330 KingsleyNg-WaiShing 851.697296742047 851.697296742047 851.697296742047 851.697296742047 851.697296742047 1036.79849655148 1036.79849655148 1036.79849655148 1036.79849655148 1036.79849655148 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
331 KingstonWebb 933.310098476204 933.310098476204 933.310098476204 933.310098476204 933.310098476204 1118.41129828563 1118.41129828563 1118.41129828563 1118.41129828563 1118.41129828563 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
332 KirstyClayton NA NA NA NA NA NA NA NA NA NA NA NA NA 919.532679626752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
333 KrisMuszynski NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1262.9164395005 NA NA NA NA NA NA NA NA NA NA NA NA
334 KristinHarrison 831.083754035999 831.083754035999 831.083754035999 831.083754035999 831.083754035999 1016.18495384542 1016.18495384542 1016.18495384542 1016.18495384542 1016.18495384542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
335 KurtisShuker 1090.2254337692 1090.2254337692 1090.2254337692 1090.2254337692 1090.2254337692 1275.32663357863 1275.32663357863 1275.32663357863 1275.32663357863 1275.32663357863 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1250.89525846598 NA NA NA
336 LaraMolloy 1013.6608465753 1013.6608465753 1013.6608465753 1013.6608465753 1013.6608465753 1198.76204638473 1198.76204638473 1198.76204638473 1198.76204638473 1198.76204638473 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1206.10511545957
337 LaraScott 1088.12201104408 1088.12201104408 1088.12201104408 1088.12201104408 1088.12201104408 1273.22321085351 1273.22321085351 1273.22321085351 1273.22321085351 1273.22321085351 NA 1164.16074255672 NA NA NA 1157.32461870012 NA 1206.96539501263 NA NA NA NA NA NA NA NA NA NA NA NA
338 LauraRobertson NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1356.09806622275 NA NA NA NA NA NA NA NA NA NA NA NA
339 LaurenHolmes 848.962847199409 848.962847199409 848.962847199409 848.962847199409 848.962847199409 1034.06404700882 1034.06404700882 1034.06404700882 1034.06404700882 1034.06404700882 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
340 LaurentDevaud NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1091.61373362957 1169.36510354407 NA NA 1219.44798420231
341 LaurentMaillot NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 973.924947084413 NA NA NA 1082.40769320547
342 LenRodenburg 769.243125917849 769.243125917849 769.243125917849 769.243125917849 769.243125917849 954.344325727276 954.344325727276 954.344325727276 954.344325727276 954.344325727276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
343 LeoMcCormack 879.04179216844 879.04179216844 879.04179216844 879.04179216844 879.04179216844 1064.14299197787 1064.14299197787 1064.14299197787 1064.14299197787 1064.14299197787 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
344 LesPaver 525.035747532912 525.035747532912 525.035747532912 525.035747532912 525.035747532912 710.136947342339 710.136947342339 710.136947342339 710.136947342339 710.136947342339 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
345 LiamStolberger 1018.91940338806 1018.91940338806 1018.91940338806 1018.91940338806 1018.91940338806 1204.0206031975 1204.0206031975 1204.0206031975 1204.0206031975 1204.0206031975 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1208.24348750314 1205.38153008584 1218.84605027406
346 LiamThompson 1011.13673930517 1011.13673930517 1011.13673930517 1011.13673930517 1011.13673930517 1196.23793911459 1196.23793911459 1196.23793911459 1196.23793911459 1196.23793911459 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1184.93922988905 1235.89773614085 NA NA NA
347 LiamWatkinsStarrs 922.79298485067 922.79298485067 922.79298485067 922.79298485067 922.79298485067 1107.89418466009 1107.89418466009 1107.89418466009 1107.89418466009 1107.89418466009 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
348 LibbyMcleay 676.692526013135 676.692526013135 676.692526013135 676.692526013135 676.692526013135 861.793725822563 861.793725822563 861.793725822563 861.793725822563 861.793725822563 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
349 LibbyMcLeay NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 958.866684586257 NA NA NA NA NA NA NA NA NA NA
350 LindaSmith 766.2983341027 766.2983341027 766.2983341027 766.2983341027 766.2983341027 951.399533912125 951.399533912125 951.399533912125 951.399533912125 951.399533912125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
351 LinleyEarnshaw 888.927878976443 888.927878976443 888.927878976443 888.927878976443 888.927878976443 1074.02907878587 1074.02907878587 1074.02907878587 1074.02907878587 1074.02907878587 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
352 LionelQuenet NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1011.84079187395 NA NA NA
353 LisaBengtsson NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1047.12121087857 NA NA NA NA NA
354 LisaMead 928.261883935947 928.261883935947 928.261883935947 928.261883935947 928.261883935947 1113.36308374537 1113.36308374537 1113.36308374537 1113.36308374537 1113.36308374537 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
355 LiseTurner 930.575648933565 930.575648933565 930.575648933565 930.575648933565 930.575648933565 1115.67684874298 1115.67684874298 1115.67684874298 1115.67684874298 1115.67684874298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
356 LizNicholson 812.152949510033 812.152949510033 812.152949510033 812.152949510033 812.152949510033 997.254149319454 997.254149319454 997.254149319454 997.254149319454 997.254149319454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
357 LizzieIngham NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1387.75457823559 NA NA NA NA NA NA NA NA NA NA NA NA
