FullName NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
117 DanielMonckton 1059.72580425515 1059.72580425515 1059.72580425515 1059.72580425515 1059.72580425515 1244.82700406458 1244.82700406458 1244.82700406458 1244.82700406458 1244.82700406458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1291.05041981086 1280.89030311626 NA NA NA
118 DanSafka 1043.52944927183 1043.52944927183 1043.52944927183 1043.52944927183 1043.52944927183 1228.63064908123 1228.63064908123 1228.63064908123 1228.63064908123 1228.63064908123 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
119 DanteAfnan NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1193.05016142223 1195.73665345175 1285.7610386305
120 DarrenAshmore NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1350.34784947306 1269.81830676885 NA NA NA
121 DarrenEenjes NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1027.34158676034 NA NA 782.744919261416
122 DarrylCarpenter NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1131.57495247187 NA NA NA NA NA NA
123 DaveArmstrong 970.33033843809 970.33033843809 970.33033843809 970.33033843809 970.33033843809 1155.43153824753 1155.43153824753 1155.43153824753 1155.43153824753 1155.43153824753 NA 1244.61666179204 NA NA NA NA 1228.7358202175 NA NA NA NA NA NA NA NA NA NA NA NA NA
124 DaveBrowning 910.803475317558 910.803475317558 910.803475317558 910.803475317558 910.803475317558 1095.90467512699 1095.90467512699 1095.90467512699 1095.90467512699 1095.90467512699 NA NA NA NA NA NA NA NA NA 1103.05631239237 1140.91792144428 NA NA NA NA NA NA NA NA NA
125 DaveCrofts 992.416277051713 992.416277051713 992.416277051713 992.416277051713 992.416277051713 1177.51747686113 1177.51747686113 1177.51747686113 1177.51747686113 1177.51747686113 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1101.98323321394 1150.34140072895 NA NA 1111.40084408254
126 DaveLaurie 867.05228263533 867.05228263533 867.05228263533 867.05228263533 867.05228263533 1052.15348244476 1052.15348244476 1052.15348244476 1052.15348244476 1052.15348244476 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
127 DaveMiddleton 964.651097080302 964.651097080302 964.651097080302 964.651097080302 964.651097080302 1149.75229688972 1149.75229688972 1149.75229688972 1149.75229688972 1149.75229688972 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
128 DaveThorburn NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1146.4008003293 NA NA NA NA NA NA
129 DavidCranefield NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1104.74490668004 NA NA NA
130 DavidDarby NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1034.42228498188 NA NA NA NA NA
131 DavidFisher 750.733005936905 750.733005936905 750.733005936905 750.733005936905 750.733005936905 935.834205746333 935.834205746333 935.834205746333 935.834205746333 935.834205746333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
132 DavidMangnall 733.90562413605 733.90562413605 733.90562413605 733.90562413605 733.90562413605 919.006823945475 919.006823945475 919.006823945475 919.006823945475 919.006823945475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
133 DavidMiddleton 736.850415951199 736.850415951199 736.850415951199 736.850415951199 736.850415951199 921.951615760626 921.951615760626 921.951615760626 921.951615760626 921.951615760626 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 981.207738367243 NA NA NA NA NA
134 DavidPugh-Williams 755.991562749675 755.991562749675 755.991562749675 755.991562749675 755.991562749675 941.092762559102 941.092762559102 941.092762559102 941.092762559102 941.092762559102 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
135 DavidRawnsley 1113.99411056289 1113.99411056289 1113.99411056289 1113.99411056289 1113.99411056289 1299.09531037234 1299.09531037234 1299.09531037234 1299.09531037234 1299.09531037234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
136 DavidScott 802.266862702031 802.266862702031 802.266862702031 802.266862702031 802.266862702031 987.368062511458 987.368062511458 987.368062511458 987.368062511458 987.368062511458 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
137 davidseward NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1231.04958521512 NA 1203.07406297119 NA 1248.40282269726 NA NA NA NA NA NA NA
138 DavidSeward NA NA NA NA NA NA NA NA NA NA NA NA 1245.56320201836 NA NA NA 1247.03559792593 NA NA NA NA NA NA NA NA NA NA NA NA NA
139 DavidStewart 834.449230396168 834.449230396168 834.449230396168 834.449230396168 834.449230396168 1019.5504302056 1019.5504302056 1019.5504302056 1019.5504302056 1019.5504302056 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 997.784863603834 NA NA NA 1065.85451017876
140 DavidTurner 582.038503383314 582.038503383314 582.038503383314 582.038503383314 582.038503383314 767.139703192741 767.139703192741 767.139703192741 767.139703192741 767.139703192741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
141 DavidWall 635.886125146056 635.886125146056 635.886125146056 635.886125146056 635.886125146056 820.987324955483 820.987324955483 820.987324955483 820.987324955483 820.987324955483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
142 DennisWakefield 1026.70206747095 1026.70206747095 1026.70206747095 1026.70206747095 1026.70206747095 1211.80326728038 1211.80326728038 1211.80326728038 1211.80326728038 1211.80326728038 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
143 DerekHerd NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1008.61984748198 NA NA NA
144 DerekMorrison 931.206675751096 931.206675751096 931.206675751096 931.206675751096 931.206675751096 1116.30787556052 1116.30787556052 1116.30787556052 1116.30787556052 1116.30787556052 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
145 DevonBeckman 1219.37558909077 1219.37558909077 1219.37558909077 1219.37558909077 1219.37558909077 1404.47678890019 1404.47678890019 1404.47678890019 1404.47678890019 1404.47678890019 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
146 DexterCanning NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 906.489945008787 1047.44667520274 963.124453091815
147 DickDinsdale 901.127730782065 901.127730782065 901.127730782065 901.127730782065 901.127730782065 1086.22893059149 1086.22893059149 1086.22893059149 1086.22893059149 1086.22893059149 NA NA NA NA NA NA NA NA NA 1137.13176053909 NA NA NA NA NA NA NA NA NA NA
148 DiLiddell NA NA NA NA NA NA NA NA NA NA NA 1182.14500685637 NA NA NA NA 1109.36658056767 NA NA NA NA NA NA NA NA NA NA NA NA NA
149 DionKeech NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1040.67230848683 1190.30124209193 NA NA 1186.14097350615
150 DominicCleary 1042.47773790925 1042.47773790925 1042.47773790925 1042.47773790925 1042.47773790925 1227.5789377187 1227.5789377187 1227.5789377187 1227.5789377187 1227.5789377187 NA 1292.04884424322 NA NA NA NA 1218.11353545571 NA 1235.57194407409 NA NA NA NA NA NA 1196.01345274617 1251.80114907623 NA NA NA
151 DonLocke 696.675041901652 696.675041901652 696.675041901652 696.675041901652 696.675041901652 881.776241711079 881.776241711079 881.776241711079 881.776241711079 881.776241711079 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 742.649344736831 NA NA NA NA NA
152 DonPaterson 955.60637936234 955.60637936234 955.60637936234 955.60637936234 955.60637936234 1140.70757917178 1140.70757917178 1140.70757917178 1140.70757917178 1140.70757917178 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
153 DorothyKane 698.988806899271 698.988806899271 698.988806899271 698.988806899271 698.988806899271 884.090006708699 884.090006708699 884.090006708699 884.090006708699 884.090006708699 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
154 DougalShepherd 1009.03331658008 1009.03331658008 1009.03331658008 1009.03331658008 1009.03331658008 1194.13451638948 1194.13451638948 1194.13451638948 1194.13451638948 1194.13451638948 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
155 DuncanCurrie NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1206.98700085005 1215.76683369099 NA NA NA
156 DwayneSmith 968.647600258004 968.647600258004 968.647600258004 968.647600258004 968.647600258004 1153.74880006743 1153.74880006743 1153.74880006743 1153.74880006743 1153.74880006743 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
157 DylanKirk 1090.01509149669 1090.01509149669 1090.01509149669 1090.01509149669 1090.01509149669 1275.11629130611 1275.11629130611 1275.11629130611 1275.11629130611 1275.11629130611 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
158 EdCory-Wright 1210.96189819036 1210.96189819036 1210.96189819036 1210.96189819036 1210.96189819036 1396.06309799977 1396.06309799977 1396.06309799977 1396.06309799977 1396.06309799977 NA NA NA NA NA NA NA 1366.29966643951 NA NA NA 1395.43207118224 NA NA NA NA NA NA NA NA
159 EdwardTwomey NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1178.87646706467 NA NA NA NA NA NA
160 ElizabethParsons 780.81195090594 780.81195090594 780.81195090594 780.81195090594 780.81195090594 965.913150715365 965.913150715365 965.913150715365 965.913150715365 965.913150715365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
161 EllennaCaudwell 922.582642578158 922.582642578158 922.582642578158 922.582642578158 922.582642578158 1107.68384238758 1107.68384238758 1107.68384238758 1107.68384238758 1107.68384238758 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
162 EllieMolloy 984.212928423798 984.212928423798 984.212928423798 984.212928423798 984.212928423798 1169.31412823322 1169.31412823322 1169.31412823322 1169.31412823322 1169.31412823322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1123.81869188944 NA NA NA NA 1090.23283427263
163 EllisLam NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 892.378396954754 924.774638778332 NA NA 885.274331705613
164 EmilÃ˜bro NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1397.11480936232 NA NA NA 1415.41458707076 NA NA NA NA NA NA NA NA
165 EmilyForne 982.740532516222 982.740532516222 982.740532516222 982.740532516222 982.740532516222 1167.84173232566 1167.84173232566 1167.84173232566 1167.84173232566 1167.84173232566 NA NA 1192.24143593689 NA NA 1241.14601429563 NA NA NA NA NA NA NA NA NA NA NA NA NA 1154.03783066648
166 EmmaCarruthers 912.065528952622 912.065528952622 912.065528952622 912.065528952622 912.065528952622 1097.16672876206 1097.16672876206 1097.16672876206 1097.16672876206 1097.16672876206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 989.609545934543
167 EricMorris NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1220.37674303184 1231.26762857737 NA NA 1216.93992616796
168 ErinSwanson 682.582109643435 682.582109643435 682.582109643435 682.582109643435 682.582109643435 867.683309452862 867.683309452862 867.683309452862 867.683309452862 867.683309452862 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
169 EthanPenck NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1052.98983092802 1020.72232952914 900.222357590335
170 EuanPike 900.286361692022 900.286361692022 900.286361692022 900.286361692022 900.286361692022 1085.38756150145 1085.38756150145 1085.38756150145 1085.38756150145 1085.38756150145 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
171 EugeneCampbell NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1196.76379479587 NA NA NA NA NA NA NA NA NA NA NA
172 EwanShingler NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1212.57006380432 1084.31823483512 1207.60995028018
173 FayeMcDonald 724.440221873067 724.440221873067 724.440221873067 724.440221873067 724.440221873067 909.541421682493 909.541421682493 909.541421682493 909.541421682493 909.541421682493 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
174 FelixHarrison 1090.4357760417 1090.4357760417 1090.4357760417 1090.4357760417 1090.4357760417 1275.53697585114 1275.53697585114 1275.53697585114 1275.53697585114 1275.53697585114 NA NA NA NA NA NA NA 1369.34962939092 NA NA NA NA NA NA NA NA NA NA NA NA
175 FentonLoveday 776.394763183214 776.394763183214 776.394763183214 776.394763183214 776.394763183214 961.49596299264 961.49596299264 961.49596299264 961.49596299264 961.49596299264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
176 FionaMiddleton 812.573634055056 812.573634055056 812.573634055056 812.573634055056 812.573634055056 997.674833864484 997.674833864484 997.674833864484 997.674833864484 997.674833864484 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
177 FleurMurray 756.832931839716 756.832931839716 756.832931839716 756.832931839716 756.832931839716 941.934131649146 941.934131649146 941.934131649146 941.934131649146 941.934131649146 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
178 FlorianAttinger NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1371.87373666105 NA NA NA 1421.09382842856 NA NA NA NA NA NA NA NA
179 FrancesWall 595.290066551489 595.290066551489 595.290066551489 595.290066551489 595.290066551489 780.391266360916 780.391266360916 780.391266360916 780.391266360916 780.391266360916 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
180 FraserGeddes 824.563143588166 824.563143588166 824.563143588166 824.563143588166 824.563143588166 1009.66434339759 1009.66434339759 1009.66434339759 1009.66434339759 1009.66434339759 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
181 FraserMills 1169.10378596072 1169.10378596072 1169.10378596072 1169.10378596072 1169.10378596072 1354.20498577014 1354.20498577014 1354.20498577014 1354.20498577014 1354.20498577014 NA NA NA NA NA 1333.17075851906 NA 1401.11131254004 NA NA NA NA NA NA NA NA NA NA NA NA
182 FritzSiegenthaler NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 958.866684586257 NA NA 1071.08428697073 NA NA NA NA NA NA NA
183 GarryDean 708.243866889742 708.243866889742 708.243866889742 708.243866889742 708.243866889742 893.345066699169 893.345066699169 893.345066699169 893.345066699169 893.345066699169 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
184 GavinScott 784.808454083642 784.808454083642 784.808454083642 784.808454083642 784.808454083642 969.909653893069 969.909653893069 969.909653893069 969.909653893069 969.909653893069 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
185 GeneBeveridge 1255.3441176901 1255.3441176901 1255.3441176901 1255.3441176901 1255.3441176901 1440.44531749953 1440.44531749953 1440.44531749953 1440.44531749953 1440.44531749953 NA NA NA NA NA NA NA 1401.11131254004 NA NA NA 1431.92645546283 NA NA NA NA NA NA NA NA
186 GenevieveWebb 839.918129481449 839.918129481449 839.918129481449 839.918129481449 839.918129481449 1025.01932929087 1025.01932929087 1025.01932929087 1025.01932929087 1025.01932929087 NA NA 981.793992289925 NA NA NA 954.23915459102 NA 1137.02658940284 NA 1107.89418466009 NA 1051.52245562722 NA NA NA NA NA NA NA
187 GeoffKernick 788.594614988835 788.594614988835 788.594614988835 788.594614988835 788.594614988835 973.695814798262 973.695814798262 973.695814798262 973.695814798262 973.695814798262 NA NA 1109.2614094314 NA NA 1132.71457281637 NA NA NA 1044.26564722561 NA NA 1027.75377883351 NA NA NA NA NA NA NA
188 GeoffMead 891.451986246573 891.451986246573 891.451986246573 891.451986246573 891.451986246573 1076.55318605601 1076.55318605601 1076.55318605601 1076.55318605601 1076.55318605601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
189 GeoffMorrison 907.648341229898 907.648341229898 907.648341229898 907.648341229898 907.648341229898 1092.74954103932 1092.74954103932 1092.74954103932 1092.74954103932 1092.74954103932 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
190 GeorgeEngleback 1041.21568427419 1041.21568427419 1041.21568427419 1041.21568427419 1041.21568427419 1226.31688408364 1226.31688408364 1226.31688408364 1226.31688408364 1226.31688408364 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1049.53168677253 NA NA NA NA
191 GeorgeRichardson 778.077501363297 778.077501363297 778.077501363297 778.077501363297 778.077501363297 963.178701172727 963.178701172727 963.178701172727 963.178701172727 963.178701172727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
192 GeorgiaCreagh 913.537924860196 913.537924860196 913.537924860196 913.537924860196 913.537924860196 1098.63912466961 1098.63912466961 1098.63912466961 1098.63912466961 1098.63912466961 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
193 GeorgiaSkelton 934.361809838759 934.361809838759 934.361809838759 934.361809838759 934.361809838759 1119.46300964818 1119.46300964818 1119.46300964818 1119.46300964818 1119.46300964818 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
194 GeorgiaWhitla 1132.50423054386 1132.50423054386 1132.50423054386 1132.50423054386 1132.50423054386 1317.60543035328 1317.60543035328 1317.60543035328 1317.60543035328 1317.60543035328 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1248.14016811526
195 GeorginaDibble 961.285620720129 961.285620720129 961.285620720129 961.285620720129 961.285620720129 1146.38682052957 1146.38682052957 1146.38682052957 1146.38682052957 1146.38682052957 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
196 GeraldCrawford 955.81672163485 955.81672163485 955.81672163485 955.81672163485 955.81672163485 1140.91792144428 1140.91792144428 1140.91792144428 1140.91792144428 1140.91792144428 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1036.94191313598 NA NA NA NA NA
197 GillianIngham 928.89291075348 928.89291075348 928.89291075348 928.89291075348 928.89291075348 1113.99411056289 1113.99411056289 1113.99411056289 1113.99411056289 1113.99411056289 NA NA NA NA NA NA NA NA NA NA NA NA NA 1179.68331592765 NA NA NA NA NA NA
198 GlenMiddleton 461.722723507186 461.722723507186 461.722723507186 461.722723507186 461.722723507186 646.823923316613 646.823923316613 646.823923316613 646.823923316613 646.823923316613 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
199 GlennJames NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1130.71377084034 NA NA NA
200 GlenStone 614.010528804943 614.010528804943 614.010528804943 614.010528804943 614.010528804943 799.11172861437 799.11172861437 799.11172861437 799.11172861437 799.11172861437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
201 GordonHolmes 686.788955093649 686.788955093649 686.788955093649 686.788955093649 686.788955093649 871.890154903077 871.890154903077 871.890154903077 871.890154903077 871.890154903077 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
202 GordonThrower 885.772744888782 885.772744888782 885.772744888782 885.772744888782 885.772744888782 1070.8739446982 1070.8739446982 1070.8739446982 1070.8739446982 1070.8739446982 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
203 GraemeRead 815.308083597694 815.308083597694 815.308083597694 815.308083597694 815.308083597694 1000.40928340712 1000.40928340712 1000.40928340712 1000.40928340712 1000.40928340712 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
204 GrahamTeahan 916.693058947858 916.693058947858 916.693058947858 916.693058947858 916.693058947858 1101.79425875729 1101.79425875729 1101.79425875729 1101.79425875729 1101.79425875729 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
205 GregBristow 780.601608633428 780.601608633428 780.601608633428 780.601608633428 780.601608633428 965.702808442855 965.702808442855 965.702808442855 965.702808442855 965.702808442855 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
206 GregEdmonds 898.393281239425 898.393281239425 898.393281239425 898.393281239425 898.393281239425 1083.49448104886 1083.49448104886 1083.49448104886 1083.49448104886 1083.49448104886 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
207 GregThurlow 1023.12624883828 1023.12624883828 1023.12624883828 1023.12624883828 1023.12624883828 1208.2274486477 1208.2274486477 1208.2274486477 1208.2274486477 1208.2274486477 NA NA NA NA NA NA NA 1274.48526448858 NA NA NA NA NA NA NA NA NA NA NA NA
208 GreigHamilton 1143.86271325942 1143.86271325942 1143.86271325942 1143.86271325942 1143.86271325942 1328.96391306886 1328.96391306886 1328.96391306886 1328.96391306886 1328.96391306886 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
209 GretaKnarston 1080.54968923371 1080.54968923371 1080.54968923371 1080.54968923371 1080.54968923371 1265.65088904314 1265.65088904314 1265.65088904314 1265.65088904314 1265.65088904314 NA NA NA NA NA NA NA 1294.99363605838 NA NA NA NA NA NA NA NA NA NA NA NA
210 GuyCory-Wright 1035.74678518892 1035.74678518892 1035.74678518892 1035.74678518892 1035.74678518892 1220.84798499834 1220.84798499834 1220.84798499834 1220.84798499834 1220.84798499834 NA NA NA NA NA NA NA NA 1209.48950228277 NA 1164.58142710174 NA NA NA NA NA NA NA NA NA
211 GuyFrederick NA NA NA NA NA NA NA NA NA NA 647.139436725381 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
212 HamishGoodwin 980.006082973583 980.006082973583 980.006082973583 980.006082973583 980.006082973583 1165.10728278301 1165.10728278301 1165.10728278301 1165.10728278301 1165.10728278301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
213 HannuHolappa NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1134.13602425682 NA NA NA
214 HarrietHolt 937.937628471442 937.937628471442 937.937628471442 937.937628471442 937.937628471442 1123.03882828086 1123.03882828086 1123.03882828086 1123.03882828086 1123.03882828086 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
215 HarrietteCarr NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1161.41154394863 NA NA NA NA NA
216 HayleySmith 922.161958033137 922.161958033137 922.161958033137 922.161958033137 922.161958033137 1107.26315784255 1107.26315784255 1107.26315784255 1107.26315784255 1107.26315784255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
217 HeatherPugh-Williams 590.452194283742 590.452194283742 590.452194283742 590.452194283742 590.452194283742 775.55339409317 775.55339409317 775.55339409317 775.55339409317 775.55339409317 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
218 HeidiStolberger 993.888672959288 993.888672959288 993.888672959288 993.888672959288 993.888672959288 1178.98987276871 1178.98987276871 1178.98987276871 1178.98987276871 1178.98987276871 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1200.78803242675
219 HeinoOllin NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1337.27243283303 NA NA NA 1418.67489229468 NA NA NA NA NA NA NA NA
220 HelenBolt 519.777190720143 519.777190720143 519.777190720143 519.777190720143 519.777190720143 704.87839052957 704.87839052957 704.87839052957 704.87839052957 704.87839052957 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
221 HelenDuston NA NA NA NA NA NA NA NA NA NA NA NA NA 962.021818673917 NA NA NA NA NA NA NA NA 1141.96963280682 NA NA NA NA NA NA NA
222 HelenEdmonds 775.97407863819 775.97407863819 775.97407863819 775.97407863819 775.97407863819 961.075278447619 961.075278447619 961.075278447619 961.075278447619 961.075278447619 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
223 HelenWood 647.665292406656 647.665292406656 647.665292406656 647.665292406656 647.665292406656 832.766492216083 832.766492216083 832.766492216083 832.766492216083 832.766492216083 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
224 HubertYam NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 811.003412222145 NA 1042.57973162
225 HughForlong-Ford 950.978849367105 950.978849367105 950.978849367105 950.978849367105 950.978849367105 1136.08004917653 1136.08004917653 1136.08004917653 1136.08004917653 1136.08004917653 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
226 IanBuunk 925.106749848286 925.106749848286 925.106749848286 925.106749848286 925.106749848286 1110.2079496577 1110.2079496577 1110.2079496577 1110.2079496577 1110.2079496577 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
227 IanSimpson 957.499459814937 957.499459814937 957.499459814937 957.499459814937 957.499459814937 1142.60065962436 1142.60065962436 1142.60065962436 1142.60065962436 1142.60065962436 NA NA NA NA NA NA NA NA 1139.13001212793 NA 1168.26241687067 NA 1130.40080781873 NA NA NA NA NA NA NA
228 IanTwomey NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1036.74034288366 NA NA NA NA NA
229 IeuanEdmonds 1122.40780146334 1122.40780146334 1122.40780146334 1122.40780146334 1122.40780146334 1307.50900127276 1307.50900127276 1307.50900127276 1307.50900127276 1307.50900127276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
230 ImogeneScott 1107.47350011508 1107.47350011508 1107.47350011508 1107.47350011508 1107.47350011508 1292.5746999245 1292.5746999245 1292.5746999245 1292.5746999245 1292.5746999245 NA NA NA NA NA NA NA 1256.71134246143 NA NA NA NA NA NA NA NA NA NA NA 1272.41816988777
231 IonaPowell 885.352060343762 885.352060343762 885.352060343762 885.352060343762 885.352060343762 1070.45326015319 1070.45326015319 1070.45326015319 1070.45326015319 1070.45326015319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
232 IonelPopovici 969.068284803026 969.068284803026 969.068284803026 969.068284803026 969.068284803026 1154.16948461246 1154.16948461246 1154.16948461246 1154.16948461246 1154.16948461246 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 920.869352123511 1131.72031596285 NA NA 1102.67280212301
233 IrynaSmirnova 587.086717923571 587.086717923571 587.086717923571 587.086717923571 587.086717923571 772.187917732999 772.187917732999 772.187917732999 772.187917732999 772.187917732999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
234 IsaacEgan 1070.24291788066 1070.24291788066 1070.24291788066 1070.24291788066 1070.24291788066 1255.3441176901 1255.3441176901 1255.3441176901 1255.3441176901 1255.3441176901 NA NA NA NA NA NA NA NA 1238.6219070255 NA 1215.69459932182 NA 1189.40181525799 NA NA NA NA 1188.52234901401 1179.8627939915 1162.46490566189
